seed,method,rho,channel_rank,h,cfp_f1_percent,oct_f1_percent,mean_f1_percent,cfp_gain_vs_baseline_pp,oct_gain_vs_baseline_pp,mean_gain_vs_baseline_pp,best_epoch,stop_epoch,total_parameters,bridge_stored,bridge_effective,gpu_minutes,peak_process_mib,directory,summary_sha256
3417,Learned channel / Linear resampling,1/16,16,512,63.847637745842235,64.1875542163174,64.01759598107981,0.0,0.0,0.0,0,8,47500676,3162112,3162112,2.281043663549887,7848,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_resample_rho1_16,f47cdae04c1985f4eacd095e13840ab396a2b6a58f5040816859e7d0f900f307
3417,Learned channel / Radon,1/8,32,1024,67.47252747252747,68.20695644225057,67.83974195738902,3.6248897266852396,4.019402225933177,3.8221459763092156,6,12,56954244,12615680,12615680,3.592268588583344,8012,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_radon_rho1_8,b314a782244071e26a6ffe1560f0c2ff4f2bee3bb40b33e91060cb69a8bd01e2
3417,Learned channel / Self only,1/8,32,1024,63.847637745842235,64.1875542163174,64.01759598107981,0.0,0.0,0.0,0,8,56954244,12615680,6324224,2.5126540561834796,8012,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_self_rho1_8,4a9466bec31c7d9a877d1577f27ef98d797ff41657e126c60fbf37719a6466c7
3417,Learned channel / Scrambled Radon,1/8,32,1024,65.53896726475826,63.84103389617655,64.6900005804674,1.691329518916021,-0.3465203201408471,0.6724045993875905,10,16,56954244,12615680,12615680,4.75673890236673,8012,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_scrambled_rho1_8,8acac51d53319c450e60a672e9fed3a254cfa2abbc93c9627670b22b05ed6860
3417,Learned channel / Linear resampling,1/8,32,1024,63.847637745842235,64.1875542163174,64.01759598107981,0.0,0.0,0.0,0,8,56954244,12615680,12615680,2.3364128988667896,8154,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_resample_rho1_8,e680305ecbe0e2c28c8f46898faa4ff69db251f7020dc37d0a583a23d4e96dbb
3417,Learned channel / Radon,1/4,64,2048,68.57785336788156,67.54385964912281,68.06085650850218,4.730215622039324,3.3563054328054136,4.043260527422376,11,17,94735748,50397184,50397184,5.664019666466872,8114,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_radon_rho1_4,bee9c1293ddaf1615dd3c1f24638899bcc2490ca70bf55f44592ba5ad1647fff
3417,Learned channel / Self only,1/4,64,2048,63.847637745842235,64.1875542163174,64.01759598107981,0.0,0.0,0.0,0,8,94735748,50397184,25231360,2.813266864849963,8114,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_self_rho1_4,d29be2f20dfbf0bd04801c93498af7750eadc5e1419ee9041a22d61c41a3bf40
3417,Learned channel / Scrambled Radon,1/4,64,2048,69.12956277577216,65.1705032272805,67.15003300152634,5.281925029929923,0.9829490109631109,3.132437020446531,8,14,94735748,50397184,50397184,4.798704401149977,8114,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_scrambled_rho1_4,5cf2e864a60c4b127b947dc33a645c5e26783f9f15372fb789ff796e3fb1f567
3417,Learned channel / Linear resampling,1/4,64,2048,63.847637745842235,64.1875542163174,64.01759598107981,0.0,0.0,0.0,0,8,94735748,50397184,50397184,2.584538459500133,8132,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3417_channel_svd_resample_rho1_4,30e4fef6e812218a5b26b3c9156132c290863ec34671e5104d35b4d52cf23065
3418,Learned channel / Radon,1/16,16,512,66.88584474885845,68.23018954099109,67.55801714492478,1.0078558200220584,4.042635324673697,2.5252455723478846,12,18,47500676,3162112,3162112,5.022724879049929,7906,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_radon_rho1_16,f4fa1e57a1d3373a2df1ba5b4b67182d7fb8dfe056b6630f8ede60bda6f56723
3418,Learned channel / Self only,1/16,16,512,65.87798892883639,64.1875542163174,65.03277157257689,0.0,0.0,0.0,0,8,47500676,3162112,1589248,2.387204043450038,7906,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_self_rho1_16,cc1b13fe0c3783024a659b31f93439c9fe4255acd28c1a735a990d7c62f29fd1
3418,Learned channel / Scrambled Radon,1/16,16,512,65.87798892883639,64.1875542163174,65.03277157257689,0.0,0.0,0.0,0,8,47500676,3162112,3162112,2.3886045471498316,7906,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_scrambled_rho1_16,1fb78486a699b677aadf720e36d06367700cda77deacfdf9163bcd6e708362cd
3418,Learned channel / Linear resampling,1/16,16,512,65.87798892883639,64.1875542163174,65.03277157257689,0.0,0.0,0.0,0,8,47500676,3162112,3162112,2.275963799633367,7848,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_resample_rho1_16,29fd8b2792e0b03d26ec8758085b9e7513065b7f83d1d7126d9119cd0395129d
3418,Learned channel / Radon,1/8,32,1024,66.55367231638418,67.90503909147976,67.22935570393197,0.6756833875477923,3.71748487516237,2.196584131355081,7,13,56954244,12615680,12615680,3.8731380210498174,8012,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_radon_rho1_8,a0fddc753d4476cecd8c1befd4a5451e6358ead9240d43f0844c42e06da19dad
3418,Learned channel / Self only,1/8,32,1024,65.87798892883639,64.1875542163174,65.03277157257689,0.0,0.0,0.0,0,8,56954244,12615680,6324224,2.5111051833332265,8012,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_self_rho1_8,99fc74b0b62d77c16260c6a722a601081acf3beb5d25ae6f3ed0dbf578c89a8d
3418,Learned channel / Scrambled Radon,1/8,32,1024,67.56608683741953,66.55061810129328,67.05835246935641,1.6880979085831456,2.3630638849758867,2.025580896779516,10,16,56954244,12615680,12615680,4.762026556266695,8012,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_scrambled_rho1_8,66c3842b4a98f34ba17fdb557906cd334a2145e9959dfc547ec506eea1cbcc3c
3418,Learned channel / Linear resampling,1/8,32,1024,68.53763072175553,64.1744690568623,66.35604988930892,2.659641792919146,-0.013085159455087592,1.3232783167320292,7,13,56954244,12615680,12615680,3.6291142660333815,8154,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_resample_rho1_8,9b6f2ba497d6c09a948e38d83f3d6cf3badd870d830185d26574bcb6cacf0762
3418,Learned channel / Radon,1/4,64,2048,68.88340417752183,65.53896726475826,67.21118572114004,3.0054152486854377,1.351413048440861,2.1784141485631494,17,23,94735748,50397184,50397184,7.5392716362667365,8114,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_radon_rho1_4,c74d3005135262223464e6665774cc388efc88515b4881e69c874dad373639a7
3418,Learned channel / Self only,1/4,64,2048,62.75451841683826,69.25359845674433,66.0040584367913,-3.1234705119981285,5.066044240426933,0.9712868642144059,4,10,94735748,50397184,25231360,3.485193085400048,8114,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_self_rho1_4,6b274abc4d8392e8c4530da7bb54714146ed3733fa33b4dc4e4b526b26d84176
3418,Learned channel / Scrambled Radon,1/4,64,2048,68.58072247902756,67.86102062975027,68.2208715543889,2.7027335501911693,3.6734664134328767,3.188099981812016,4,10,94735748,50397184,50397184,3.4885266400165467,8114,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_scrambled_rho1_4,354873b45cde0219425cd53aad8fefa9ce4af6ff08792202850d2437dbc5e8fa
3418,Learned channel / Linear resampling,1/4,64,2048,66.8903803131991,67.55423612696963,67.22230822008436,1.012391384362715,3.3666819106522325,2.1895366475074667,13,18,94735748,50397184,50397184,5.525019966983382,8132,/data/mengh/RadonBridge/runs/2026_09_05_13_32_31/seed3418_channel_svd_resample_rho1_4,95dfac50f099350ffb6018bde58249f295b6b33cb81aa3ee430e30894bcbf9f5
