subset,rho,contrast,branch,difference_pp,ci95_low,ci95_high
3417,1/8,channel_svd_radon__minus__channel_svd_resample,oct,4.019402225933167,-1.6322258201456101,9.676674847090805
3417,1/8,channel_svd_radon__minus__channel_svd_resample,mean,3.822145976309205,0.2668172836908742,7.362344688993808
3417,1/4,channel_svd_radon__minus__svd_radon,cfp,-1.337754109821221,-5.8136283882846325,3.0724967029370087
3417,1/4,channel_svd_radon__minus__svd_radon,oct,-1.028253924189515,-5.626820494034283,3.4500273867598685
3417,1/4,channel_svd_radon__minus__svd_radon,mean,-1.183004017005368,-5.247084353260029,2.7910170351203742
3417,1/4,channel_svd_radon__minus__centered_svd_radon,cfp,0.805232887679852,-4.664000994384078,6.2004749788248485
3417,1/4,channel_svd_radon__minus__centered_svd_radon,oct,-2.0285087719298267,-7.2012658964550225,3.091755034989901
3417,1/4,channel_svd_radon__minus__centered_svd_radon,mean,-0.6116379421249873,-5.388621907743891,4.176800069256437
3417,1/4,channel_svd_self__minus__svd_self,cfp,0.0,0.0,0.0
3417,1/4,channel_svd_self__minus__svd_self,oct,0.0,0.0,0.0
3417,1/4,channel_svd_self__minus__svd_self,mean,0.0,0.0,0.0
3417,1/4,channel_svd_self__minus__centered_svd_self,cfp,0.0,0.0,0.0
3417,1/4,channel_svd_self__minus__centered_svd_self,oct,0.0,0.0,0.0
3417,1/4,channel_svd_self__minus__centered_svd_self,mean,0.0,0.0,0.0
3417,1/4,channel_svd_scrambled__minus__svd_scrambled,cfp,0.9575197650194767,-3.3059316306564286,5.092666218081635
3417,1/4,channel_svd_scrambled__minus__svd_scrambled,oct,-2.3020242452469697,-7.136794462069113,2.689933775793252
3417,1/4,channel_svd_scrambled__minus__svd_scrambled,mean,-0.6722522401137465,-4.590993905238603,3.293348025866458
3417,1/4,channel_svd_scrambled__minus__centered_svd_scrambled,cfp,0.21632076663973265,-4.517231075987274,4.970376002428335
3417,1/4,channel_svd_scrambled__minus__centered_svd_scrambled,oct,2.8660553297211844,-2.886835349686952,8.68387089229717
3417,1/4,channel_svd_scrambled__minus__centered_svd_scrambled,mean,1.5411880481804585,-2.913233772142946,6.027557151169726
3417,1/4,channel_svd_resample__minus__svd_resample,cfp,-1.5348608782634332,-6.001122687358602,2.901244438336184
3417,1/4,channel_svd_resample__minus__svd_resample,oct,0.16260466577621147,-4.330899103625738,4.782950791239339
3417,1/4,channel_svd_resample__minus__svd_resample,mean,-0.6861281062436109,-3.9947664968726158,2.6158687958397384
3417,1/4,channel_svd_resample__minus__centered_svd_resample,cfp,-3.3367727919027868,-7.805258761621406,1.0963039597472537
3417,1/4,channel_svd_resample__minus__centered_svd_resample,oct,1.0156615593379326,-3.9945716313231685,5.941097185721402
3417,1/4,channel_svd_resample__minus__centered_svd_resample,mean,-1.160555616282427,-4.658165206728136,2.3576938420089286
3417,1/4,channel_svd_radon__minus__no_bridge,cfp,4.730215622039324,-0.5639591045684655,9.908836375258089
3417,1/4,channel_svd_radon__minus__no_bridge,oct,3.3563054328054065,-3.0218523732603155,9.732010173511032
3417,1/4,channel_svd_radon__minus__no_bridge,mean,4.043260527422365,-0.41464130272138344,8.41342208396026
3417,1/4,channel_svd_radon__minus__learned,cfp,-0.3282895871310032,-4.729952418355388,3.9785238961678924
3417,1/4,channel_svd_radon__minus__learned,oct,-2.388229605000347,-6.564418943617083,1.6277246241531884
3417,1/4,channel_svd_radon__minus__learned,mean,-1.3582595960656751,-5.340233262950904,2.3820002321555913
3417,1/4,channel_svd_radon__minus__qr_radon,cfp,0.01435341927078504,-3.9706290356335376,3.9788546152364748
3417,1/4,channel_svd_radon__minus__qr_radon,oct,-0.69358327325163,-5.089782514986685,3.600711656725946
3417,1/4,channel_svd_radon__minus__qr_radon,mean,-0.3396149269904225,-3.9034410459380773,3.1233152980212453
3417,1/4,channel_svd_radon__minus__channel_svd_self,cfp,4.730215622039324,-0.5639591045684655,9.908836375258089
3417,1/4,channel_svd_radon__minus__channel_svd_self,oct,3.3563054328054065,-3.0218523732603155,9.732010173511032
3417,1/4,channel_svd_radon__minus__channel_svd_self,mean,4.043260527422365,-0.41464130272138344,8.41342208396026
3417,1/4,channel_svd_radon__minus__channel_svd_scrambled,cfp,-0.5517094078905993,-4.811993837504428,3.563520805764866
3417,1/4,channel_svd_radon__minus__channel_svd_scrambled,oct,2.3733564218422987,-2.1463330676338366,6.698293478129037
3417,1/4,channel_svd_radon__minus__channel_svd_scrambled,mean,0.9108235069758497,-3.036762801699932,4.670487293588127
3417,1/4,channel_svd_radon__minus__channel_svd_resample,cfp,4.730215622039324,-0.5639591045684655,9.908836375258089
3417,1/4,channel_svd_radon__minus__channel_svd_resample,oct,3.3563054328054065,-3.0218523732603155,9.732010173511032
3417,1/4,channel_svd_radon__minus__channel_svd_resample,mean,4.043260527422365,-0.41464130272138344,8.41342208396026
3418,1/16,channel_svd_radon__minus__svd_radon,cfp,-2.0299708417018114,-6.271314390696152,2.2663521227264125
3418,1/16,channel_svd_radon__minus__svd_radon,oct,-0.32181822733015064,-5.406954812404944,4.84639203434117
3418,1/16,channel_svd_radon__minus__svd_radon,mean,-1.175894534515981,-4.63882469971189,2.4061131596249896
3418,1/16,channel_svd_radon__minus__centered_svd_radon,cfp,-1.6661630194627963,-5.368815170845593,1.9345996964830865
3418,1/16,channel_svd_radon__minus__centered_svd_radon,oct,0.3868101226005338,-4.731734709632926,5.740942501750786
