id,kind,seed,mode,best_epoch,stop_epoch,seconds,cfp_f1_percent,oct_f1_percent,branch_mean_f1_percent,host,backbone_lr,host_best_epoch,state
switch_branch_attention_d256_lr3e-05_seed3417_augment_radon_both_on,component_diagnostic,3417,radon,,,,69.15501505834392,61.14465739039119,65.14983622436756,attention_d256,3e-05,0,both_on
switch_branch_attention_d256_lr3e-05_seed3417_augment_radon_host_only,component_diagnostic,3417,radon,,,,37.50941167786226,58.441677034940135,47.9755443564012,attention_d256,3e-05,0,host_only
switch_branch_attention_d256_lr3e-05_seed3417_augment_radon_new_only,component_diagnostic,3417,radon,,,,63.66848293662174,60.82267773084581,62.24558033373378,attention_d256,3e-05,0,new_only
switch_branch_attention_d256_lr3e-05_seed3417_augment_radon_both_off,component_diagnostic,3417,radon,,,,34.65783664459161,57.0480928689884,45.85296475679,attention_d256,3e-05,0,both_off
switch_branch_attention_d256_lr3e-05_seed3417_augment_linear_resample_both_on,component_diagnostic,3417,linear_resample,,,,63.847637745842235,64.1875542163174,64.01759598107981,attention_d256,3e-05,0,both_on
switch_branch_attention_d256_lr3e-05_seed3417_augment_linear_resample_host_only,component_diagnostic,3417,linear_resample,,,,63.847637745842235,64.1875542163174,64.01759598107981,attention_d256,3e-05,0,host_only
switch_branch_attention_d256_lr3e-05_seed3417_augment_linear_resample_new_only,component_diagnostic,3417,linear_resample,,,,63.847637745842235,64.1875542163174,64.01759598107981,attention_d256,3e-05,0,new_only
switch_branch_attention_d256_lr3e-05_seed3417_augment_linear_resample_both_off,component_diagnostic,3417,linear_resample,,,,63.847637745842235,64.1875542163174,64.01759598107981,attention_d256,3e-05,0,both_off
switch_branch_attention_d256_lr3e-05_seed3418_augment_radon_both_on,component_diagnostic,3418,radon,,,,68.9988145522345,68.91324200913243,68.95602828068347,attention_d256,3e-05,4,both_on
switch_branch_attention_d256_lr3e-05_seed3418_augment_radon_host_only,component_diagnostic,3418,radon,,,,64.14827003062298,33.33333333333333,48.740801681978155,attention_d256,3e-05,4,host_only
switch_branch_attention_d256_lr3e-05_seed3418_augment_radon_new_only,component_diagnostic,3418,radon,,,,65.91945110202548,64.27216608614684,65.09580859408615,attention_d256,3e-05,4,new_only
switch_branch_attention_d256_lr3e-05_seed3418_augment_radon_both_off,component_diagnostic,3418,radon,,,,60.47252182845404,33.33333333333333,46.90292758089369,attention_d256,3e-05,4,both_off
switch_branch_attention_d256_lr3e-05_seed3418_augment_linear_resample_both_on,component_diagnostic,3418,linear_resample,,,,69.23955371315678,67.5305087069793,68.38503121006804,attention_d256,3e-05,4,both_on
switch_branch_attention_d256_lr3e-05_seed3418_augment_linear_resample_host_only,component_diagnostic,3418,linear_resample,,,,70.22132796780684,66.54450799739699,68.38291798260192,attention_d256,3e-05,4,host_only
switch_branch_attention_d256_lr3e-05_seed3418_augment_linear_resample_new_only,component_diagnostic,3418,linear_resample,,,,64.18264840182648,62.07732784259894,63.12998812221271,attention_d256,3e-05,4,new_only
switch_branch_attention_d256_lr3e-05_seed3418_augment_linear_resample_both_off,component_diagnostic,3418,linear_resample,,,,63.4065934065934,62.272210548072614,62.83940197733301,attention_d256,3e-05,4,both_off
switch_branch_attention_d256_lr6e-05_seed3416_augment_radon_both_on,component_diagnostic,3416,radon,,,,72.8726572881822,69.48173944920497,71.17719836869358,attention_d256,6e-05,7,both_on
switch_branch_attention_d256_lr6e-05_seed3416_augment_radon_host_only,component_diagnostic,3416,radon,,,,33.33333333333333,41.098377561840024,37.21585544758668,attention_d256,6e-05,7,host_only
switch_branch_attention_d256_lr6e-05_seed3416_augment_radon_new_only,component_diagnostic,3416,radon,,,,69.25640586657535,62.160434643656124,65.70842025511574,attention_d256,6e-05,7,new_only
switch_branch_attention_d256_lr6e-05_seed3416_augment_radon_both_off,component_diagnostic,3416,radon,,,,33.33333333333333,33.33333333333333,33.33333333333333,attention_d256,6e-05,7,both_off
switch_branch_attention_d256_lr6e-05_seed3416_augment_linear_resample_both_on,component_diagnostic,3416,linear_resample,,,,70.53243469007107,69.80803392355739,70.17023430681422,attention_d256,6e-05,7,both_on
switch_branch_attention_d256_lr6e-05_seed3416_augment_linear_resample_host_only,component_diagnostic,3416,linear_resample,,,,69.4012428131715,69.7803269285919,69.5907848708817,attention_d256,6e-05,7,host_only
