id,seed,method,rho,r,h,M,S,cfp_f1_percent,oct_f1_percent,mean_branch_f1_percent,fused_f1_percent,cfp_gain_pp,oct_gain_pp,mean_gain_pp,best_epoch,stop_epoch,total_parameters,stored_bridge_parameters,effective_bridge_parameters,training_gpu_minutes,peak_process_mib,summary_sha256,predictions_sha256,checkpoint_sha256,parent_cfp_sha256,parent_oct_sha256
seed3417_channel_svd_radon_rho1_4,3417,Learned channel / Radon,1/4,64,2048,32,64,68.57785336788156,67.54385964912281,68.06085650850218,68.57211357331232,4.730215622039324,3.3563054328054136,4.043260527422376,11,17,94735748,50397184,50397184,5.664019666466872,8114,bee9c1293ddaf1615dd3c1f24638899bcc2490ca70bf55f44592ba5ad1647fff,705b2801208673de73931e3a23856a8b50cd98d73086b6e49142f230b4fbb321,a7765c95ae02d266d3c6ca715ccbe80c11570a165bce4d46f9dad649bd72e334,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_channel_svd_self_rho1_4,3417,Learned channel / Self only,1/4,64,2048,32,64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,94735748,50397184,25231360,2.813266864849963,8114,d29be2f20dfbf0bd04801c93498af7750eadc5e1419ee9041a22d61c41a3bf40,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,c61df4c447e4e7be2d80ec272bf137c4d514da9f51e50ed4a0f2811e5adb07c9,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_channel_svd_scrambled_rho1_4,3417,Learned channel / Scrambled Radon,1/4,64,2048,32,64,69.12956277577216,65.1705032272805,67.15003300152634,66.81766186227408,5.281925029929923,0.9829490109631109,3.132437020446531,8,14,94735748,50397184,50397184,4.798704401149977,8114,5cf2e864a60c4b127b947dc33a645c5e26783f9f15372fb789ff796e3fb1f567,dab0c21df57081931f093f6da08d919ed6bc733ece87a73d3c7d3b790c09abc8,c03a1deb24f28718d2ebe6887b5b107be187d11bf92089c021bbdbca08294d8a,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_channel_svd_resample_rho1_4,3417,Learned channel / Linear resampling,1/4,64,2048,N/A (packing32),64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,94735748,50397184,50397184,2.584538459500133,8132,30e4fef6e812218a5b26b3c9156132c290863ec34671e5104d35b4d52cf23065,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,5dfa5d4ac39ac5fb2d42122239bdbc61a3c35674636049926ab77dab97c136e5,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3418_channel_svd_radon_rho1_16,3418,Learned channel / Radon,1/16,16,512,32,64,66.88584474885845,68.23018954099109,67.55801714492478,69.54453996707517,1.0078558200220584,4.042635324673697,2.5252455723478846,12,18,47500676,3162112,3162112,5.022724879049929,7906,f4fa1e57a1d3373a2df1ba5b4b67182d7fb8dfe056b6630f8ede60bda6f56723,a65ee05b3f1ff93292fe96ca3b9be2a29344c9b0f32058819de912df99785737,03b4aef3095138eb371bcfa407a91706cf26a679a5085e2d666bf87342dfe9e0,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_self_rho1_16,3418,Learned channel / Self only,1/16,16,512,32,64,65.87798892883639,64.1875542163174,65.03277157257689,68.55200776832125,0.0,0.0,0.0,0,8,47500676,3162112,1589248,2.387204043450038,7906,cc1b13fe0c3783024a659b31f93439c9fe4255acd28c1a735a990d7c62f29fd1,c7a857505ce62d0039a10fc876d34c88560f1cfa9301741a27a4eff52202e933,82016810de33784e7b923a91fbe71a346dc8bdaf44044ae72ec62241ca8c3313,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_scrambled_rho1_16,3418,Learned channel / Scrambled Radon,1/16,16,512,32,64,65.87798892883639,64.1875542163174,65.03277157257689,68.55200776832125,0.0,0.0,0.0,0,8,47500676,3162112,3162112,2.3886045471498316,7906,1fb78486a699b677aadf720e36d06367700cda77deacfdf9163bcd6e708362cd,c7a857505ce62d0039a10fc876d34c88560f1cfa9301741a27a4eff52202e933,e1e78c40ed9487af7ee100f2b6a1a158ff7107013562edaecc84e2a282c629fb,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_resample_rho1_16,3418,Learned channel / Linear resampling,1/16,16,512,N/A (packing32),64,65.87798892883639,64.1875542163174,65.03277157257689,68.55200776832125,0.0,0.0,0.0,0,8,47500676,3162112,3162112,2.275963799633367,7848,29fd8b2792e0b03d26ec8758085b9e7513065b7f83d1d7126d9119cd0395129d,c7a857505ce62d0039a10fc876d34c88560f1cfa9301741a27a4eff52202e933,dcb1ffe5542b4377890fe69ed109c4f1432be59c897df69300cd8e5ad5e597fb,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_radon_rho1_8,3418,Learned channel / Radon,1/8,32,1024,32,64,66.55367231638418,67.90503909147976,67.22935570393197,66.55367231638418,0.6756833875477923,3.71748487516237,2.196584131355081,7,13,56954244,12615680,12615680,3.8731380210498174,8012,a0fddc753d4476cecd8c1befd4a5451e6358ead9240d43f0844c42e06da19dad,0967255df290660324018fe3da8f034b2195262289534cf874a4e97a6c2a2eca,db842d21f7a2d17c10c5342d445b568d8e3ab11d644bac2e2235c982542eb21f,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_self_rho1_8,3418,Learned channel / Self only,1/8,32,1024,32,64,65.87798892883639,64.1875542163174,65.03277157257689,68.55200776832125,0.0,0.0,0.0,0,8,56954244,12615680,6324224,2.5111051833332265,8012,99fc74b0b62d77c16260c6a722a601081acf3beb5d25ae6f3ed0dbf578c89a8d,c7a857505ce62d0039a10fc876d34c88560f1cfa9301741a27a4eff52202e933,fe8a4a586299516a69e610a03a2f11c3355be31a4918a979a1167de4dd7bd6ae,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_scrambled_rho1_8,3418,Learned channel / Scrambled Radon,1/8,32,1024,32,64,67.56608683741953,66.55061810129328,67.05835246935641,69.25359845674433,1.6880979085831456,2.3630638849758867,2.025580896779516,10,16,56954244,12615680,12615680,4.762026556266695,8012,66c3842b4a98f34ba17fdb557906cd334a2145e9959dfc547ec506eea1cbcc3c,f6a880cddd599e902495c955e6bbdbb19f0b91971cd7291d52c29ae3c16124ec,b669aba5bcca092698ff9276fd537e982a4bb329c14c0420e727c4ea2701c884,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_resample_rho1_8,3418,Learned channel / Linear resampling,1/8,32,1024,N/A (packing32),64,68.53763072175553,64.1744690568623,66.35604988930892,69.9293435456071,2.659641792919146,-0.013085159455087592,1.3232783167320292,7,13,56954244,12615680,12615680,3.6291142660333815,8154,9b6f2ba497d6c09a948e38d83f3d6cf3badd870d830185d26574bcb6cacf0762,093b1876298edac44a9183ae14d44efb71db3c7437a0563f276a08699079e34b,d23c90a26aa25728814cf6f14868e1b259b3b632e3b777c794a6688202619bd1,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_radon_rho1_4,3418,Learned channel / Radon,1/4,64,2048,32,64,68.88340417752183,65.53896726475826,67.21118572114004,67.90503909147976,3.0054152486854377,1.351413048440861,2.1784141485631494,17,23,94735748,50397184,50397184,7.5392716362667365,8114,c74d3005135262223464e6665774cc388efc88515b4881e69c874dad373639a7,bc4ab4d0a3b522711722384feb03cd29a0dffcae2f2561c11ad71fdb004b915a,5b98cc5f4b6a0d2ea80f515b239a65a7ca25121dd1837b766a28ebf960e49332,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_self_rho1_4,3418,Learned channel / Self only,1/4,64,2048,32,64,62.75451841683826,69.25359845674433,66.0040584367913,67.47252747252747,-3.1234705119981285,5.066044240426933,0.9712868642144059,4,10,94735748,50397184,25231360,3.485193085400048,8114,6b274abc4d8392e8c4530da7bb54714146ed3733fa33b4dc4e4b526b26d84176,2ac4d4ffe97fc55a7173a4ea7b3406fc891c0558661ec8b4012e3747dcf756b1,97fa62e19c25fdd27f09fadf2685a4e74d235b53f7c6b2e8ed130f5f4c9e9684,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_scrambled_rho1_4,3418,Learned channel / Scrambled Radon,1/4,64,2048,32,64,68.58072247902756,67.86102062975027,68.2208715543889,67.22636319015604,2.7027335501911693,3.6734664134328767,3.188099981812016,4,10,94735748,50397184,50397184,3.4885266400165467,8114,354873b45cde0219425cd53aad8fefa9ce4af6ff08792202850d2437dbc5e8fa,c038e207e25c2cb24987229e9c88f6f6eba9d5d685e2432770973913de3d2286,5c1a5ae99ad108330d217ba2e3ae3d0c2c7582ebd3766eb49af4c42fd9974131,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3418_channel_svd_resample_rho1_4,3418,Learned channel / Linear resampling,1/4,64,2048,N/A (packing32),64,66.8903803131991,67.55423612696963,67.22230822008436,69.93208925412316,1.012391384362715,3.3666819106522325,2.1895366475074667,13,18,94735748,50397184,50397184,5.525019966983382,8132,95dfac50f099350ffb6018bde58249f295b6b33cb81aa3ee430e30894bcbf9f5,29175a8841d30832d04df2e64a7c7584bc7cde8f27984954003a1248baefc4ae,973121efac23591fe166007e9823f78d2097c2302c9225af35a0152e1fd6436c,fac9663c683b28887ca1e752ff5296d03fd5461f3ca0e5460b6cf3ad185cd736,3a81d7cc54fc7c746379eac87300764bb2f183e3f8163c2718d14a5752de6a6a
seed3416_qr_resample_rho1_16,3416,Random QR / Linear resampling,1/16,16,512,N/A (packing32),64,66.8903803131991,65.13545347467608,66.01291689393759,70.59166124224879,0.0,0.0,0.0,0,8,47484292,3145728,3145728,2.2842105579999044,7848,3cc84660687e007b11b1340af6acaae88ceab73bdb7cf8ed5a55fbf679c61805,2858f087207b5105660c0c821acd6fae7bccfb1ad4c2bc220999c0127e698906,899b6078e564bdc596523cfcddf7dd448545b004c14b05ba545f9fa4ad7c5900,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_svd_oct_to_cfp_rho1_16,3416,SVD / OCT to CFP,1/16,16,512,32,64,70.13392038158136,63.15506983224274,66.64449510691205,70.8981159685385,3.2435400683822593,-1.9803836424333454,0.6315782129744605,14,14,47484292,3145728,2359296,7.168531248116778,7906,0c72e860fd9d58db4cdb15aea6f3e9ddebd9e6deabb65777111acba8422ade80,d4902cb394d9b6453bb158d0c2ba2d519afed6e6cc2110c7b6430a94a84cf69e,9ebcf5ab88a068bdc4aa60d9ed31ba4ac46dd0e72b6c12f58439826a6538f101,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_svd_cfp_to_oct_rho1_16,3416,SVD / CFP to OCT,1/16,16,512,32,64,68.22002923976609,66.54450799739699,67.38226861858155,70.94063926940639,1.329648926566989,1.4090545227209077,1.3693517246439626,9,15,47484292,3145728,2359296,4.3367520530167285,7906,f27ba9e416385081c50eef45737fa6b13e7eb85a84afd03ad101d9b336d68bb5,6c62c2627894499b3922887f5cb6eaa7ab92c19f164b3d4954b8e825593c1e24,f48b89614f15e03d04998a6430745b17fc4ce7b1c3ec3a663d91333f19e92ba8,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_oct_to_cfp_rho1_16,3416,Random QR / OCT to CFP,1/16,16,512,32,64,66.8903803131991,65.13545347467608,66.01291689393759,70.59166124224879,0.0,0.0,0.0,0,8,47484292,3145728,2359296,2.425763376133303,7906,36078d26907f99e5d1f4266f3aecb69bcebc5fc9e238e63ab4d2f1ef8cc79bc9,2858f087207b5105660c0c821acd6fae7bccfb1ad4c2bc220999c0127e698906,f715203a9a9fe391998be1235059c580a47fb2eee9e2183113c6a7ab86047b03,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_cfp_to_oct_rho1_16,3416,Random QR / CFP to OCT,1/16,16,512,32,64,66.21004566210044,67.90210827901879,67.05607697055962,70.55130536210505,-0.6803346510986614,2.766654804342707,1.04316007662203,8,13,47484292,3145728,2359296,6.42905336916665,7906,7dec64a72c9b87815bea70e54143e4dc9ffd7e3b5484213fefe311feef72e17e,b99fd1770c21b4d9baf60a44cd918ed56b50ba1db4c7397434c07a3c992e0828,5765ffc22d1a74ad8f22061e1d0c6f3f8d7676e2b6fab108330d4479561256e0,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_resample_rho1_8,3416,Random QR / Linear resampling,1/8,32,1024,N/A (packing32),64,66.8903803131991,65.13545347467608,66.01291689393759,70.59166124224879,0.0,0.0,0.0,0,8,56921476,12582912,12582912,2.3561501649332057,8154,4b5c03958ea0606560e7dacecf37ecabcd59b4fb8b7c9fbe202bcdcff8badc00,2858f087207b5105660c0c821acd6fae7bccfb1ad4c2bc220999c0127e698906,241b9fe8315d6705844e4b19245b888e7fb10a674c275b7315e5be8c029f7b28,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_svd_oct_to_cfp_rho1_8,3416,SVD / OCT to CFP,1/8,32,1024,32,64,71.62032598274209,63.83112359678874,67.72572478976542,68.23744292237444,4.729945669542985,-1.3043298778873407,1.7128078958278365,12,18,56921476,12582912,9437184,9.036273037483381,8012,9dc396f80e9a848235576340c0a5049d736c522bc6379ab54dac0f0085c1dd4d,a7bcf1757e2e00e25090b1f2e7e99f21a6d906dc872e332403f58a4d9657072c,ae4881b3e2ce9116faf6d37aa3aab2a57b46f56d793c7be3f8703ef4a35b5575,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_svd_cfp_to_oct_rho1_8,3416,SVD / CFP to OCT,1/8,32,1024,32,64,65.6332264257222,70.94063926940639,68.28693284756429,69.10123315170634,-1.2571538874769033,5.805185794730306,2.2740159536267015,4,10,56921476,12582912,9437184,3.117364928533304,8012,2dbce5522bcd71a1964265bb5e817c4836e94221f69c2c4daa71603cfe118215,8b71f6bde5a2c7af22631e03e8ddd975d5f39439d4c17c049834cf0d3f802f22,b1c8e00ffe49b23cfd757c2f6670d15dc6ca041a87a4f4c36d9d19bae8235085,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_oct_to_cfp_rho1_8,3416,Random QR / OCT to CFP,1/8,32,1024,32,64,66.8903803131991,65.13545347467608,66.01291689393759,70.59166124224879,0.0,0.0,0.0,0,8,56921476,12582912,9437184,2.5361621552501066,8012,e119d4844623e5438cab9cf3994f1ede93451096c0bd73ce20b4330cf50d36f7,2858f087207b5105660c0c821acd6fae7bccfb1ad4c2bc220999c0127e698906,62989965575150815c746119201b4c1af50ce58dee091635c6958c6ee0bf4fbb,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_cfp_to_oct_rho1_8,3416,Random QR / CFP to OCT,1/8,32,1024,32,64,66.54450799739699,66.8903803131991,66.71744415529804,70.93400319707696,-0.34587231580211153,1.7549268385230192,0.7045272613604538,9,14,56921476,12582912,9437184,4.238555886950053,8012,6f0ded1bfe4477373e4aefe859f62c9f0dcdb0f00bdbe581d2668287d94c309c,e58997515c35e0532201b3c653b65bdcd6e7236358326c7c7f9fd1a0a6d04f2b,9d148b44793359c9874ec6678e419121da60cc32a52264857aee8851ad3e62b5,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_resample_rho1_4,3416,Random QR / Linear resampling,1/4,64,2048,N/A (packing32),64,68.20695644225057,66.55367231638418,67.38031437931738,69.9293435456071,1.3165761290514695,1.4182188417080965,1.3673974853797972,9,15,94670212,50331648,50331648,5.006473846916681,8096,8d3e920b5310cdc1df1bad90fd24649e1db4a87526908955dc56ec1f63370884,995091093004aef4584071553919c3922bf462a1bae6214c09f154d3b41a11e9,9c4962cf18626fc4b1019be2e9e2a023e92dce58e7d316511c03fb5135df0728,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_svd_oct_to_cfp_rho1_4,3416,SVD / OCT to CFP,1/4,64,2048,32,64,70.0735294117647,67.77262048020171,68.9230749459832,70.53243469007107,3.1831490985655932,2.637167005525626,2.9101580520456167,24,25,94670212,50331648,37748736,8.193710051383338,8144,2300f31fed665cf51718105243e2aa72afca689265ab8529b37c7d19fcffeaf9,8f9bc60c42b09b10838f8e88894af3cd331c65fab15639f2695780af86830d3e,de2dab8c0e92126fa78ea9239083dd9aed9eb1b6fe233ca06bbb9a3a8254f052,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_svd_cfp_to_oct_rho1_4,3416,SVD / CFP to OCT,1/4,64,2048,32,64,68.91324200913243,69.23955371315678,69.07639786114461,67.89624504800722,2.0228616959333294,4.104100238480697,3.0634809672070276,11,17,94670212,50331648,37748736,5.720071824866561,8144,053f62ddf57075a0efae15597c76f801c0677c2a0b560a51e9ead75f2803f2a8,4310b376a49336fd451d9ab79709119edddd0c861cf02282e33a4a10c35353de,b683b0c8b3c5e60cc9849b54d622cc7a2e45d2072feff2398af9e04987bdf984,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_oct_to_cfp_rho1_4,3416,Random QR / OCT to CFP,1/4,64,2048,32,64,72.92847997073349,63.272058823529406,68.10026939713146,70.86080586080585,6.038099657534389,-1.8633946511466775,2.08735250319387,10,14,94670212,50331648,37748736,4.7295891399665075,8144,553fe93d51e60bde247a3693008666357c4be896f442b8bebdee952f405ee092,735117e130c7ac804f6c8036bddf62515e9f6c81d5a24c42801f4147e8e2cf72,a9b09385d88a3ed55becea93133c24a9134acca2ba3b509c3c9e11bde22d1828,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3416_qr_cfp_to_oct_rho1_4,3416,Random QR / CFP to OCT,1/4,64,2048,32,64,65.52637588490524,68.56349994861077,67.044937916758,67.56164383561645,-1.3640044282938675,3.4280464739346854,1.032021022820416,12,18,94670212,50331648,37748736,6.02566683010009,8144,22081a70b46e4995a80ab8e19a8952ffc13a8c2ee512647cdaf71db51271f63f,025bfa6b175992cabb9d397235b27c9c5910329ede400d8539bc0c67523330b8,f363a0d527da251d59c5aba6b0dba6a8cb7e6e075341f7dba0f307defe625b76,d7228d326c3739380eee3d6710c299d6687a6551137033472013b923c13b730e,10dca6b8599f1472cf50320e9f0e2dffc3434ccdedc839af82bc7c5d506a54f5
seed3417_qr_resample_rho1_16,3417,Random QR / Linear resampling,1/16,16,512,N/A (packing32),64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,47484292,3145728,3145728,2.30243029008343,7848,3d593d62a8628fdb98d4bff7128c64cb6ee0be1cdbc765ea5a92c807ca8fed66,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,ca3abc54892b79eccce0f2931437a3600efed337d5118aa21f3809e26ee871d5,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_svd_oct_to_cfp_rho1_16,3417,SVD / OCT to CFP,1/16,16,512,32,64,65.86863947209189,62.822562228819365,64.34560085045563,66.88584474885845,2.0210017262496507,-1.3649919874980299,0.3280048693758175,11,13,47484292,3145728,2359296,4.3991494880501705,7906,5d564cd7cdd71b8cbfcfb0e9190fc12727dd6d35bb7edaaeac2bff7d536d8de2,ff386f5f353a46f5fd0065a9da0ed9450f8d03881776f65992310a0a8313765a,628b98a38679e0745d53e0dabdd87b92726d7af50bd24a2d421b9dd44e31d35d,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_svd_cfp_to_oct_rho1_16,3417,SVD / CFP to OCT,1/16,16,512,32,64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,47484292,3145728,2359296,3.545295824533241,7906,5142b6965c809c8c64bec296bd93d9983355029800803f2e1b56a3ef34425013,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,3383d81ec4168a4848ba5f3d71cfc320445bd7276d829d7526ba741d52e6b310,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_qr_oct_to_cfp_rho1_16,3417,Random QR / OCT to CFP,1/16,16,512,32,64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,47484292,3145728,2359296,3.703119499933382,7906,d1740cb25bece00295f665f8758f16da7896bcb6adeb4887469e1acfc0206cdf,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,88ac9d73732ad6442d966af903273fce694676ee2bbaf3d1af00de4bdbf1f304,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_qr_cfp_to_oct_rho1_16,3417,Random QR / CFP to OCT,1/16,16,512,32,64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,47484292,3145728,2359296,3.544350105866761,7906,1bb0716b4b1752473b1cc857dbf14aeee2bd3fb865239dd4ec4e7c5502408d58,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,fd1d53a75c6cc2a66f6a543cf240c5c39dcdf2bf8983e24cd189549ebf7cf4b2,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_qr_resample_rho1_8,3417,Random QR / Linear resampling,1/8,32,1024,N/A (packing32),64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,56921476,12582912,12582912,2.3538312844165676,8154,0a3679ee447d7c3fe90593030cee692ce921339969ffbd2a47429ba1031156a2,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,0ea4a3bd17ff448eab31c08c170e684dd202e203b4adff4fa0996f489230374f,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_svd_oct_to_cfp_rho1_8,3417,SVD / OCT to CFP,1/8,32,1024,32,64,67.90503909147976,64.1891891891892,66.04711414033449,67.54385964912281,4.05740134563753,0.001634972871798368,2.0295181592546783,8,14,56921476,12582912,9437184,7.400078312066762,8012,39350b27dd1ce7db28f40619931e241b4a891a1fecefb5d6c72ce838d061dcf6,76b1b360fb961f6487793200725569d5d5a3360bc7ac84f928ee60eabfbf95f3,5776a12a92fc58c6f4f3352d227539b1e7907c642d7adea8c9c4607d1a041ee7,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_svd_cfp_to_oct_rho1_8,3417,SVD / CFP to OCT,1/8,32,1024,32,64,63.847637745842235,64.1875542163174,64.01759598107981,63.847637745842235,0.0,0.0,0.0,0,8,56921476,12582912,9437184,2.5150517236999197,8012,e77eb909b9f4e718e7ffa03ac55103c1ec7d298d706b1d77d8f7c8088e2bc180,0d12cca1f3fba7e07a8ced1625ee072883cd009dbf0a11568cc31ca4af018ef2,a4d06165b8c33d8f4c1e5a8ae9356bf4cc1cb60d72e51b73caa4a9470767b868,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
seed3417_qr_oct_to_cfp_rho1_8,3417,Random QR / OCT to CFP,1/8,32,1024,32,64,67.82277351214657,62.07732784259894,64.95005067737276,69.15501505834392,3.9751357663043336,-2.1102263737184543,0.9324546962929503,8,14,56921476,12582912,9437184,4.197394618399994,8012,b93d640909d813334bcb08bdc8a59ef4cebf9a88548926a30cc98ea5a5fafdab,9492ca08418c0458da9103475910c79466489e92d84498584c6d413694786cbd,6e08c1c0564e2bf6cb97b5a5fcc1fe3651fed28148de19057130f739820516ff,368dc093b22a22aecf7cd8ccef42bb60d68d8962a029504347b0ab22945ee07a,b597bc7544eac65b5897fba6a31f868bb8fbe86bf7c9c6858a5875769188ef6c
