model_view_id,checkpoint_sha256,split,condition,metric,paired_minus_perturbed_pp
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,development,shuffle_both,cfp,8.874716383439395
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,development,shuffle_both,oct,12.454805876219277
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,development,shuffle_both,mean,10.664761129829337
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_oct_to_cfp,cfp,13.362674523678509
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_oct_to_cfp,oct,0.0
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_oct_to_cfp,mean,6.68133726183926
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_cfp_to_oct,cfp,0.0
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_cfp_to_oct,oct,27.678433332143587
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_cfp_to_oct,mean,13.839216666071795
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_both,cfp,13.362674523678509
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_both,oct,27.678433332143587
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,disable_both,mean,20.520553927911045
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_oct_to_cfp,cfp,2.8216373739201384
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_oct_to_cfp,oct,0.0
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_oct_to_cfp,mean,1.4108186869600692
ebc675997c1454051cdf8b8981d2e67f29dffee8a7f0fe955f48bd1fe41a4ca5,6bab36ae252cf43cd86c421991858cce5c5df2da2618e777ef1332a97f6826e1,test,shuffle_cfp_to_oct,cfp,0.0
