id,category,protocol,seed,backbone_lr,state,epochs,best_epoch,seconds,parameters,peak_reserved_mib,reused,M,S,k,r,h,rho,mode,family,hidden,attention_dimension,structure_id,cfp_macro_f1,cfp_macro_precision,cfp_macro_recall,cfp_accuracy,cfp_confusion_matrix,cfp_class_support,cfp_log_loss,cfp_auroc,cfp_brier_binary,oct_macro_f1,oct_macro_precision,oct_macro_recall,oct_accuracy,oct_confusion_matrix,oct_class_support,oct_log_loss,oct_auroc,oct_brier_binary,late_fusion_macro_f1,late_fusion_macro_precision,late_fusion_macro_recall,late_fusion_accuracy,late_fusion_confusion_matrix,late_fusion_class_support,late_fusion_log_loss,late_fusion_auroc,late_fusion_brier_binary,branch_mean_macro_f1,primary_macro_f1
branch_radon_M32_S64_k3_r16_lr6e-05_seed3418,direct,branch,3418,6e-05,accepted,20,14,342.6921660990047,47484292,7474.0,True,32,64,3,16,512,0.0625,radon,,,,radon_M32_S64_k3_r16,0.6891581559056026,0.7014038103423579,0.6925675675675675,0.6925675675675675,"[[118, 30], [61, 87]]","[148, 148]",1.5125618621456969,0.7318298027757487,0.27167177770493917,0.6855200776832124,0.6865004811437474,0.6858108108108107,0.6858108108108109,"[[106, 42], [51, 97]]","[148, 148]",1.6516029200981448,0.720621804236669,0.2892060718687629,0.6638485804416404,0.6689419000139776,0.6655405405405406,0.6655405405405406,"[[109, 39], [60, 88]]","[148, 148]",1.2663924212146818,0.7358929875821767,0.2566573274856819,0.6873391167944075,0.6873391167944075
branch_linear_resample_M32_S64_k3_r31_lr3e-05_seed3416,direct,branch,3416,3e-05,accepted,8,0,137.6670143730007,56147332,7524.0,,32,64,3,31,992,0.12109375,linear_resample,,,,linear_resample_M32_S64_k3_r31,0.668903803131991,0.6689497716894977,0.6689189189189189,0.668918918918919,"[[98, 50], [48, 100]]","[148, 148]",0.9324178618684056,0.7006482834185537,0.26285539630720245,0.6513545347467609,0.6532091097308488,0.652027027027027,0.652027027027027,"[[103, 45], [58, 90]]","[148, 148]",1.1492943787468952,0.6917001460920379,0.28227460370562996,0.7059166124224879,0.7065431251429879,0.7060810810810811,0.706081081081081,"[[108, 40], [47, 101]]","[148, 148]",0.6758155158203725,0.7575785244704165,0.20770928093282298,0.660129168939376,0.660129168939376
branch_linear_resample_M32_S64_k3_r31_lr3e-05_seed3417,direct,branch,3417,3e-05,accepted,8,0,265.0373897149984,56147332,7524.0,,32,64,3,31,992,0.12109375,linear_resample,,,,linear_resample_M32_S64_k3_r31,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[96, 52], [55, 93]]","[148, 148]",1.0895626288614289,0.6638056975894813,0.29553710871228117,0.641875542163174,0.6419178082191781,0.6418918918918919,0.6418918918918919,"[[94, 54], [52, 96]]","[148, 148]",1.7279395690703845,0.6468681519357194,0.3252650593357487,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[93, 55], [52, 96]]","[148, 148]",0.803161644318559,0.6963568298027757,0.24084937779383492,0.6401759598107981,0.6401759598107981
branch_linear_resample_M32_S64_k3_r31_lr3e-05_seed3418,direct,branch,3418,3e-05,accepted,12,6,202.39084644097602,56147332,7524.0,,32,64,3,31,992,0.12109375,linear_resample,,,,linear_resample_M32_S64_k3_r31,0.6842213937482077,0.6896286632809951,0.6858108108108109,0.6858108108108109,"[[112, 36], [57, 91]]","[148, 148]",1.544784322166906,0.7135682980277573,0.27499467600271443,0.6584680413548867,0.6593731384319296,0.6587837837837838,0.6587837837837838,"[[93, 55], [46, 102]]","[148, 148]",1.8629306437596571,0.6743060628195764,0.3046927112025689,0.7026891293430124,0.7027397260273973,0.7027027027027026,0.7027027027027027,"[[103, 45], [43, 105]]","[148, 148]",0.9110850183605966,0.7546110299488679,0.2129103890568751,0.6713447175515472,0.6713447175515472
branch_linear_resample_M32_S64_k3_r31_lr6e-05_seed3416,direct,branch,3416,6e-05,accepted,8,0,264.1016788109846,56147332,7524.0,,32,64,3,31,992,0.12109375,linear_resample,,,,linear_resample_M32_S64_k3_r31,0.668903803131991,0.6689497716894977,0.6689189189189189,0.668918918918919,"[[98, 50], [48, 100]]","[148, 148]",0.9324178618684056,0.7006482834185537,0.26285539630720245,0.6513545347467609,0.6532091097308488,0.652027027027027,0.652027027027027,"[[103, 45], [58, 90]]","[148, 148]",1.1492943787468952,0.6917001460920379,0.28227460370562996,0.7059166124224879,0.7065431251429879,0.7060810810810811,0.706081081081081,"[[108, 40], [47, 101]]","[148, 148]",0.6758155158203725,0.7575785244704165,0.20770928093282298,0.660129168939376,0.660129168939376
branch_linear_resample_M32_S64_k3_r31_lr6e-05_seed3417,direct,branch,3417,6e-05,accepted,8,0,138.41797358199256,56147332,7524.0,,32,64,3,31,992,0.12109375,linear_resample,,,,linear_resample_M32_S64_k3_r31,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[96, 52], [55, 93]]","[148, 148]",1.0895626288614289,0.6638056975894813,0.29553710871228117,0.641875542163174,0.6419178082191781,0.6418918918918919,0.6418918918918919,"[[94, 54], [52, 96]]","[148, 148]",1.7279395690703845,0.6468681519357194,0.3252650593357487,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[93, 55], [52, 96]]","[148, 148]",0.803161644318559,0.6963568298027757,0.24084937779383492,0.6401759598107981,0.6401759598107981
branch_linear_resample_M32_S64_k3_r31_lr6e-05_seed3418,direct,branch,3418,6e-05,accepted,18,12,552.8150466380175,56147332,7524.0,,32,64,3,31,992,0.12109375,linear_resample,,,,linear_resample_M32_S64_k3_r31,0.6721139241951877,0.6726835964310227,0.6722972972972974,0.6722972972972973,"[[103, 45], [52, 96]]","[148, 148]",1.5099340104739138,0.7086376917457998,0.2840910116662244,0.6553424657534247,0.6555190058479532,0.6554054054054055,0.6554054054054054,"[[99, 49], [53, 95]]","[148, 148]",1.7359156595909262,0.6764746165084004,0.3047170660072107,0.6959320641008081,0.6959817351598174,0.6959459459459459,0.6959459459459459,"[[104, 44], [46, 102]]","[148, 148]",0.9355239299307677,0.7363038714390067,0.2266245927826243,0.6637281949743061,0.6637281949743061
branch_linear_resample_M32_S64_k3_r32_lr3e-05_seed3416,direct,branch,3416,3e-05,accepted,8,0,138.24932763900142,56921476,7722.0,,32,64,3,32,1024,0.125,linear_resample,,,,linear_resample_M32_S64_k3_r32,0.668903803131991,0.6689497716894977,0.6689189189189189,0.668918918918919,"[[98, 50], [48, 100]]","[148, 148]",0.9324178618684056,0.7006482834185537,0.26285539630720245,0.6513545347467609,0.6532091097308488,0.652027027027027,0.652027027027027,"[[103, 45], [58, 90]]","[148, 148]",1.1492943787468952,0.6917001460920379,0.28227460370562996,0.7059166124224879,0.7065431251429879,0.7060810810810811,0.706081081081081,"[[108, 40], [47, 101]]","[148, 148]",0.6758155158203725,0.7575785244704165,0.20770928093282298,0.660129168939376,0.660129168939376
branch_linear_resample_M32_S64_k3_r32_lr3e-05_seed3417,direct,branch,3417,3e-05,accepted,8,0,264.07882296299795,56921476,7722.0,,32,64,3,32,1024,0.125,linear_resample,,,,linear_resample_M32_S64_k3_r32,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[96, 52], [55, 93]]","[148, 148]",1.0895626288614289,0.6638056975894813,0.29553710871228117,0.641875542163174,0.6419178082191781,0.6418918918918919,0.6418918918918919,"[[94, 54], [52, 96]]","[148, 148]",1.7279395690703845,0.6468681519357194,0.3252650593357487,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[93, 55], [52, 96]]","[148, 148]",0.803161644318559,0.6963568298027757,0.24084937779383492,0.6401759598107981,0.6401759598107981
branch_linear_resample_M32_S64_k3_r32_lr3e-05_seed3418,direct,branch,3418,3e-05,accepted,16,10,266.8067571200081,56921476,7722.0,,32,64,3,32,1024,0.125,linear_resample,,,,linear_resample_M32_S64_k3_r32,0.6993208925412315,0.6993334246450258,0.6993243243243243,0.6993243243243243,"[[104, 44], [45, 103]]","[148, 148]",1.459045068342808,0.725210007304602,0.2718038332409747,0.6249957199109741,0.6250057069807788,0.625,0.625,"[[93, 55], [56, 92]]","[148, 148]",1.953369726820288,0.6686906501095691,0.321914509381568,0.7059971914922766,0.7063165592577357,0.7060810810810811,0.706081081081081,"[[102, 46], [41, 107]]","[148, 148]",0.9317566217936127,0.7418736303871439,0.2272477543843904,0.6621583062261028,0.6621583062261028
branch_linear_resample_M32_S64_k3_r32_lr6e-05_seed3416,direct,branch,3416,6e-05,accepted,15,9,249.15564847200585,56921476,7722.0,True,32,64,3,32,1024,0.125,linear_resample,,,,linear_resample_M32_S64_k3_r32,0.6958904109589041,0.6960891812865497,0.6959459459459459,0.6959459459459459,"[[105, 43], [47, 101]]","[148, 148]",1.270154298053045,0.7254839298758218,0.26289932513294056,0.6546328071379548,0.6568085498433758,0.6554054054054055,0.6554054054054054,"[[104, 44], [58, 90]]","[148, 148]",1.6055514761965435,0.68745434623813,0.30552128027140346,0.6784337941839056,0.6804462847941108,0.6790540540540541,0.6790540540540541,"[[107, 41], [54, 94]]","[148, 148]",0.8905198850205333,0.7381300219138057,0.22505612946282438,0.6752616090484295,0.6752616090484295
branch_linear_resample_M32_S64_k3_r32_lr6e-05_seed3417,direct,branch,3417,6e-05,accepted,8,0,247.11841886099864,56921476,7722.0,True,32,64,3,32,1024,0.125,linear_resample,,,,linear_resample_M32_S64_k3_r32,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[96, 52], [55, 93]]","[148, 148]",1.0895626288614289,0.6638056975894813,0.29553710871228117,0.641875542163174,0.6419178082191781,0.6418918918918919,0.6418918918918919,"[[94, 54], [52, 96]]","[148, 148]",1.7279395690703845,0.6468681519357194,0.3252650593357487,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[93, 55], [52, 96]]","[148, 148]",0.803161644318559,0.6963568298027757,0.24084937779383492,0.6401759598107981,0.6401759598107981
branch_linear_resample_M32_S64_k3_r32_lr6e-05_seed3418,direct,branch,3418,6e-05,accepted,12,12,202.5797643140031,56921476,7722.0,True,32,64,3,32,1024,0.125,linear_resample,,,,linear_resample_M32_S64_k3_r32,0.6587798892883638,0.6587910331918002,0.6587837837837838,0.6587837837837838,"[[97, 51], [50, 98]]","[148, 148]",1.5799451398032653,0.7095507669831994,0.2952206511074214,0.6538249862410567,0.6582961309523809,0.6554054054054055,0.6554054054054054,"[[107, 41], [61, 87]]","[148, 148]",1.6342979821148422,0.7028853177501826,0.29410058869113104,0.6716639793246195,0.6736369910282953,0.6722972972972974,0.6722972972972973,"[[106, 42], [55, 93]]","[148, 148]",1.023521425973369,0.7298666910153396,0.23748240285627803,0.6563024377647102,0.6563024377647102
branch_radon_M32_S64_k3_r32_lr3e-05_seed3416,direct,branch,3416,3e-05,accepted,12,6,217.6389267199993,56921476,7580.0,True,32,64,3,32,1024,0.125,radon,,,,radon_M32_S64_k3_r32,0.6858072247902756,0.6858192941606173,0.6858108108108107,0.6858108108108109,"[[102, 46], [47, 101]]","[148, 148]",1.2289460402553651,0.7485847333820307,0.2545877114580772,0.6638485804416404,0.6689419000139776,0.6655405405405406,0.6655405405405406,"[[109, 39], [60, 88]]","[148, 148]",1.4579440249376625,0.7152118334550767,0.2814770835193955,0.6751417596488019,0.6768382352941176,0.6756756756756757,0.6756756756756757,"[[106, 42], [54, 94]]","[148, 148]",1.1333173228443627,0.7401387874360846,0.24972418137787855,0.674827902615958,0.674827902615958
branch_radon_M32_S64_k3_r32_lr3e-05_seed3417,direct,branch,3417,3e-05,accepted,15,9,269.54363345399906,56921476,7580.0,True,32,64,3,32,1024,0.125,radon,,,,radon_M32_S64_k3_r32,0.6754385964912281,0.6761904761904762,0.6756756756756757,0.6756756756756757,"[[104, 44], [52, 96]]","[148, 148]",1.3735737453816406,0.7143900657414172,0.2701818304291911,0.6283783783783784,0.6283783783783784,0.6283783783783784,0.6283783783783784,"[[93, 55], [55, 93]]","[148, 148]",1.8398649448748434,0.6762235208181154,0.30020708988061906,0.6756608683741954,0.6757077625570777,0.6756756756756757,0.6756756756756757,"[[101, 47], [49, 99]]","[148, 148]",1.3579815226410665,0.7054875821767714,0.2678572646690202,0.6519084874348032,0.6519084874348032
branch_radon_M32_S64_k3_r32_lr3e-05_seed3418,direct,branch,3418,3e-05,accepted,11,5,378.5266671679856,56921476,7580.0,,32,64,3,32,1024,0.125,radon,,,,radon_M32_S64_k3_r32,0.708981159685385,0.7108455882352941,0.7094594594594594,0.7094594594594594,"[[111, 37], [49, 99]]","[148, 148]",1.2202603877894684,0.7543827611395179,0.246487097549975,0.6584680413548867,0.6593731384319296,0.6587837837837838,0.6587837837837838,"[[102, 46], [55, 93]]","[148, 148]",1.4694071801896489,0.705989773557341,0.2833509118186007,0.6815018315018315,0.684589800443459,0.6824324324324325,0.6824324324324325,"[[109, 39], [55, 93]]","[148, 148]",1.1017172820796097,0.7408692476260044,0.24089933657777127,0.6837246005201358,0.6837246005201358
branch_radon_M32_S64_k3_r32_lr6e-05_seed3416,direct,branch,3416,6e-05,accepted,17,11,301.3095994189971,56921476,7580.0,True,32,64,3,32,1024,0.125,radon,,,,radon_M32_S64_k3_r32,0.7229603250696252,0.723013698630137,0.722972972972973,0.722972972972973,"[[106, 42], [40, 108]]","[148, 148]",1.164560954883288,0.7687636961285611,0.2357777017590302,0.7127558767453277,0.7130810366104484,0.7128378378378378,0.7128378378378378,"[[108, 40], [45, 103]]","[148, 148]",1.319738123387117,0.7694028487947407,0.23682328427778898,0.7094063926940639,0.7096125730994152,0.7094594594594594,0.7094594594594594,"[[107, 41], [45, 103]]","[148, 148]",1.1006383051738955,0.7735573411249086,0.22756455706663203,0.7178581009074765,0.7178581009074765
branch_radon_M32_S64_k3_r32_lr6e-05_seed3417,direct,branch,3417,6e-05,accepted,16,10,285.2897626349986,56921476,7580.0,True,32,64,3,32,1024,0.125,radon,,,,radon_M32_S64_k3_r32,0.698329268153034,0.7019893592412676,0.6993243243243243,0.6993243243243243,"[[112, 36], [53, 95]]","[148, 148]",1.4069563076367684,0.7220370708546384,0.2698041657569806,0.6788744618406477,0.6794555021734157,0.6790540540540541,0.6790540540540541,"[[104, 44], [51, 97]]","[148, 148]",1.7637320712482525,0.7151205259313368,0.28796844768316204,0.6853763072175553,0.6868429509250333,0.6858108108108109,0.6858108108108109,"[[107, 41], [52, 96]]","[148, 148]",1.3499018124880275,0.7257121986851717,0.2632060137218641,0.6886018649968408,0.6886018649968408
branch_radon_M32_S64_k3_r32_lr6e-05_seed3418,direct,branch,3418,6e-05,accepted,20,14,352.22525525400124,56921476,7580.0,True,32,64,3,32,1024,0.125,radon,,,,radon_M32_S64_k3_r32,0.6809759677123464,0.6858258928571428,0.6824324324324325,0.6824324324324325,"[[111, 37], [57, 91]]","[148, 148]",1.8150837474405135,0.7205304967129291,0.28991723652921403,0.6741882223445239,0.6789434523809523,0.6756756756756757,0.6756756756756757,"[[110, 38], [58, 90]]","[148, 148]",1.4800771314886048,0.7159422936449964,0.2823649233754932,0.6641567818463125,0.6683145337232512,0.6655405405405406,0.6655405405405406,"[[108, 40], [59, 89]]","[148, 148]",1.4943978991812708,0.7173119065010957,0.28001335507032465,0.6775820950284351,0.6775820950284351
branch_linear_resample_M16_S64_k3_r31_lr3e-05_seed3416,direct,branch,3416,3e-05,accepted,8,0,133.93907806600328,47290756,7458.0,,16,64,3,31,496,0.12109375,linear_resample,,,,linear_resample_M16_S64_k3_r31,0.668903803131991,0.6689497716894977,0.6689189189189189,0.668918918918919,"[[98, 50], [48, 100]]","[148, 148]",0.9324178618684056,0.7006482834185537,0.26285539630720245,0.6513545347467609,0.6532091097308488,0.652027027027027,0.652027027027027,"[[103, 45], [58, 90]]","[148, 148]",1.1492943787468952,0.6917001460920379,0.28227460370562996,0.7059166124224879,0.7065431251429879,0.7060810810810811,0.706081081081081,"[[108, 40], [47, 101]]","[148, 148]",0.6758155158203725,0.7575785244704165,0.20770928093282298,0.660129168939376,0.660129168939376
branch_linear_resample_M16_S64_k3_r31_lr3e-05_seed3417,direct,branch,3417,3e-05,accepted,8,0,256.9516424520116,47290756,7458.0,,16,64,3,31,496,0.12109375,linear_resample,,,,linear_resample_M16_S64_k3_r31,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[96, 52], [55, 93]]","[148, 148]",1.0895626288614289,0.6638056975894813,0.29553710871228117,0.641875542163174,0.6419178082191781,0.6418918918918919,0.6418918918918919,"[[94, 54], [52, 96]]","[148, 148]",1.7279395690703845,0.6468681519357194,0.3252650593357487,0.6384763774584223,0.6385704498744005,0.6385135135135136,0.6385135135135135,"[[93, 55], [52, 96]]","[148, 148]",0.803161644318559,0.6963568298027757,0.24084937779383492,0.6401759598107981,0.6401759598107981
branch_linear_resample_M16_S64_k3_r31_lr3e-05_seed3418,direct,branch,3418,3e-05,accepted,15,9,244.14138487901073,47290756,7458.0,,16,64,3,31,496,0.12109375,linear_resample,,,,linear_resample_M16_S64_k3_r31,0.6925640586657535,0.6925763594028216,0.6925675675675675,0.6925675675675675,"[[103, 45], [46, 102]]","[148, 148]",1.5240692357939862,0.7102812271731191,0.2764415131230235,0.668918918918919,0.668918918918919,0.668918918918919,0.668918918918919,"[[99, 49], [49, 99]]","[148, 148]",1.7332810100462943,0.6895544192841491,0.29192507774461085,0.6959459459459459,0.6959459459459459,0.6959459459459459,0.6959459459459459,"[[103, 45], [45, 103]]","[148, 148]",0.8888267094978299,0.7543827611395179,0.21445032595858587,0.6807414887923362,0.6807414887923362
branch_linear_resample_M16_S64_k3_r31_lr6e-05_seed3416,direct,branch,3416,6e-05,accepted,8,0,248.7037777689984,47290756,7458.0,,16,64,3,31,496,0.12109375,linear_resample,,,,linear_resample_M16_S64_k3_r31,0.668903803131991,0.6689497716894977,0.6689189189189189,0.668918918918919,"[[98, 50], [48, 100]]","[148, 148]",0.9324178618684056,0.7006482834185537,0.26285539630720245,0.6513545347467609,0.6532091097308488,0.652027027027027,0.652027027027027,"[[103, 45], [58, 90]]","[148, 148]",1.1492943787468952,0.6917001460920379,0.28227460370562996,0.7059166124224879,0.7065431251429879,0.7060810810810811,0.706081081081081,"[[108, 40], [47, 101]]","[148, 148]",0.6758155158203725,0.7575785244704165,0.20770928093282298,0.660129168939376,0.660129168939376
